Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Copines,Copines,Aya Nakamura,8/24/2018,FRZ041800793,867,52.1,"381,322,519","70,125","7,759,068",67,"793,025,740","7,300,331","9,295,551","769,130,337","8,503,116,899","11,289,899",45,"16,672",,29,"258,833",7,"549,774","2,745",,"5,305,717",,0
Thank God,Different Man,Kane Brown,9/9/2022,USRN12200041,866,52.1,"157,341,967","20,612","11,359,519",67,"98,239,826","752,054","213,898","11,321,551","123,462,516","366,164,170",59,"372,512",127,15,"398,591",46,"137,496,334","43,041",,"1,100,920",,0
TQM,TQM - Single,Fuerza Regida,5/19/2023,QZ9QQ2300371,869,51.8,"497,682,165","40,368","24,948,673",70,"143,949,357","729,741","236,3","73,808,507","824,220,151","65,01",48,"1,643",19,18,"6,780,767",19,"34,606,889","10,877",,"616,368",,1
Lily,Different World,Alan Walker,12/14/2018,NOG841813040,870,51.8,"403,860,053","45,516","8,731,552",66,"1,057,546,150","7,402,999","7,210,674","89,296,676","1,297,576,376","3,130,304",6,"1,552",,1,310,9,"26,619,723","65,704",,"1,793,716",,0
Massive,"Honestly, Nevermind",Drake,6/17/2022,USUG12204890,873,51.7,"253,114,498","111,173","20,965,015",65,"42,397,563","402,014","188,128","77,604,432","887,138,394","49,818,215",57,"67,376",768,14,"191,109",28,"15,938,883","134,597","4,254,609","2,091,080",,0
a lot,i am > i was,21 Savage,12/21/2018,QZ45A1700126,872,51.7,"949,835,159","219,301","32,815,164",73,"905,118,647","6,526,285","55,114","16,502,363","131,214,658","180,070,256",70,"94,446",82,28,"160,5",30,"123,783,971","95,694",,"3,759,769",,1
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/2019,USUM71912751,871,51.7,"711,861,577","84,611","28,656,289",69,"1,359,220,447","4,586,141","611,826","17,295,595","185,706,534","136,934,639",133,"12,356",18,25,"360,047",28,"111,865,989","16,392","5,576,102","1,522,049",,0
Tek Ba��,Tek Ba����ma ,Semicenk,5/3/2024,FRX452438249,875,51.6,"21,803,486","1,25","4,918,007",72,"39,172,911","208,885",,,,"2,606,582",9,"1,655",,3,"1,583,000",,,,"16,282","90,134",,0
BAND4BAND,BAND4BAND (Official Video),Central Cee,6/6/2024,USSM22401074,874,51.6,"86,144,467",1,24,,,,,,,,,,,,,,,,,,,1
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,8/24/2017,USCJY1750000,876,51.6,"1,152,346,128","93,178","62,880,711",75,"1,922,214,505","18,201,048","178,524","67,907,529","563,244,716","1,749,919,925",122,"11,382",113,43,"239,444",35,"149,366,824","295,55",,"5,102,278",,0
WOKE UP,WOKE UP,XG,5/21/2024,JPB602401462,877,51.5,"16,684,393","1,247","25,606,219",74,"19,177,238","873,736","23,413",,,,18,582,,2,"338,389",20,"30,995",102,,"63,167",,0
Toki,Toki,Casper Magico,5/2/2024,QM4TX2443609,878,51.5,"13,741,023","2,062","5,740,990",72,"39,658,915","635,184",,,,"22,620,459",13,"1,109",,2,"7,386",,"135,59",93,,"80,807",,0
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,1/1/2017,USRC11700144,881,51.4,"1,527,159,800","187,813","83,108,168",76,"1,270,330,281","8,766,754","194,595","27,581,217","216,666,194","189,783,592",172,"31,081",185,47,"604,64",26,"410,189,803","283,135","9,133,063","6,513,209",,0
El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,5/28/2024,USA2P2433586,880,51.4,"15,557,247",446,"37,375,496",73,"16,286,691","216,933",,,,,9,48,,5,"2,134,351",11,"489,897",651,"19,233","91,868",,0
ALV,"Sentimiento, Elegancia y M��s Ma",Arc��,11/17/2023,QMFMF2330232,882,51.4,"118,490,212","10,053","10,075,643",72,"158,132,299","835,029",,,,"1,207,256,080",8,"18,438",,11,"1,370,299",1,"3,877,792","2,229",,"514,683",,0
In A Minute,In A Minute,Lil Baby,4/7/2022,USUG12200033,879,51.4,"171,118,535","81,407","13,177,118",57,"238,335,324","1,764,954","75,54","21,092,926","191,118,526","360,805,538",52,"252,456",727,4,"1,324,033",31,"47,511,512","12,228",,"1,695,618",,1
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,USUG12101839,884,51.4,"1,549,317,525","178,149","71,174,158",73,"385,884,628","4,302,435","89,958","59,135,602","426,511,103","271,720,676",309,"236,616",,166,"2,493,997",58,"87,260,353","20,102","5,621,588","3,251,107",,0
No Se Vale,un,Camilo,2/7/2024,USSD12400019,883,51.4,"19,388,370","1,341","7,152,408",,"19,658,783","136,351","871,174","22,013,623","441,343,495","110,742,872",1,"1,37",,11,"1,544,792",,"196,35",63,,"42,41",,0
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,11/29/2019,ZA82Y1900130,885,51.3,"406,132,477","110,858","13,496,585",66,"925,222,640","7,714,435","790,561","54,406,926","849,243,924","33,866,411",92,"125,439",2,73,"3,432,383",8,"7,150,193","19,558",,"15,915,419",,0
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,8/24/2023,BCX5C2300025,888,51.2,"178,699,480","14,552","18,055,636",24,"261,753,577","1,458,487",,"339,3","2,800,000","800,291,411",12,"2,13",,25,"1,406,166",7,757,,"483,325","121,733",,0
Funk do Patinho,Funk do Patinho,Bento e Tot�,1/22/2022,BX7CP2200001,887,51.2,"16,197,748","1,827","221,916",55,"967,275,295","1,562,052","31,5","2,460,399","40,465,134",16,,,,,,,,,,"16,249",,0
El Amor de Mi Vida,El Amor de Mi Vida,Los ��ngeles Az,8/17/2023,MX1722301696,886,51.2,"130,709,283","12,585","10,844,674",64,"248,099,324","859,237",682,"462,948","3,169,042","353,234,264",8,"25,99",,12,"476,181",28,"2,831,460","1,113",,"555,88",,0
Blueberry Faygo,Certified Hitmaker,Lil Mosey,11/8/2019,USUM72001714,889,51.2,"1,295,251,940","197,036","39,104,125",67,"380,793,694","4,733,751","1,099,556","147,484,414","1,065,757,953","142,871,159",121,"133,128",135,40,"79,824",15,"97,563,481","165,056",,"2,786,545",,1
Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,5/13/2022,GBARL2201151,891,51.2,"121,214,716","37,436","6,111,674",56,"12,801,028","183,57","4,762,920","1,378,075,519","14,693,507,776","1,804,738",13,"4,797","1,168",2,"2,613",10,"2,538,534","16,457",,"1,772,963",,0
En la Intimidad,En la Intimidad,Big One,2/1/2023,ARP7V2200017,890,51.2,"210,712,407","24,033","7,343,818",65,"379,884,934","1,091,380","575,3","54,956,649","793,158,034","18,815,238",8,"6,145",52,13,"299,787",9,,,,"261,474",,0
Counting Stars,Native (Standard),OneRepublic,1/1/2013,USUM71301306,892,51.1,"2,466,006,842","343,135","114,346,295",81,"304,524,339","2,956,756","382,991","125,290,160","1,245,061,983","149,045,425",198,"237,316",170,138,"1,401,001",40,"1,394,055,006","1,085,579",,"118,91",,0
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/2020,USRC12003059,893,51,"242,254,880","85,783","13,563,028",66,"418,190,794","2,892,075","280,027","66,345,848","617,402,549","82,045,151",216,"404,288",561,21,"229,656",42,"59,766,393","32,203","15,395,153","4,536,227",,0
Get Into It (Yuh),Planet Her,Doja Cat,6/25/2021,USRC12101535,895,51,"603,196,133","97,704","24,305,145",68,"265,715,680","3,742,969","1,300,477","823,930,204","7,709,942,104","125,603,487",55,"228,888","4,5",17,"198,575",8,"53,920,294","27,17",,"2,436,551",,1
RAVE,RAVE,Dxrk ���,3/18/2022,QM4TX2201027,894,51,"415,552,038","104,372","42,500,205",71,"281,772,953","4,299,740","814,7","474,655,469","5,435,575,162","31,543,598",32,282,,6,"129,549",2,"3,358,648","7,092",,"2,994,271",,0
No Me Conoce,No Me Conoce,Jhay Cortez,2/22/2019,USUM71900979,896,51,"49,585,127","9,71","1,428,548",47,"2,272,109,362","6,577,485","12,412","1,911,710","20,432,637","315,246,980",3,"1,066",,3,"29,899",20,"15,194,156","3,826",,"466,976",,0
offline,att.,Young Miko,4/5/2024,QZXD92300025,900,50.9,"109,149,345","8,869","89,312,461",82,"21,230,788","190,16",,,,"1,050,568",41,"2,232",56,23,"3,065,065",34,"575,037",201,,"267,702",,1
TOPIA TWINS,UTOPIA,Travis Scott,7/28/2023,USSM12305013,898,50.9,"196,369,387","70,723","12,274,321",74,"26,280,803","447,983","47,6","23,423,522","141,407,787","3,855,807",14,89,2,6,"67,395",1,"638,202","1,463",,"310,132",,1
Janze,Janze,Xamdam Sobirov,7/31/2023,RUA1D2384226,899,50.9,"344,691",77,"5,871",30,"334,194,426","866,855","154,161","4,397,504","144,597,808","62,334,320",1,,,,,,,,,"407,695",,0
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,7/15/2019,INS181904064,897,50.9,"144,985,656","15,143","5,892,217",57,"1,662,729,195","8,178,016","3,112,998","41,878,672","462,897,728","255,648,659",18,"2,585",,,,3,,,"403,099","717,736",,0
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,USUM71813195,901,50.9,"1,269,760,706","137,601","32,384,233",76,"824,308,720","4,676,578","1,213,771","33,512,447","573,562,180","1,951,219,741",88,"66,461",4,55,"606,748",27,"322,220,265","104,68","612,635","9,755,956",,0
Monoton�,Monoton�,Shakira,10/19/2022,USQX92204791,903,50.8,"498,744,348","50,326","35,586,221",67,"306,510,173","4,113,572",,"1,23","38,341","87,435,327",78,"78,919",,49,"782,647",52,"42,356,554","5,23",,"913,182",,0
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,11/15/2023,GXBAV2345718,902,50.8,"716,453",22,"36,989",1,"12,045",174,"1,800,000","2,635,212","100,001,777",,,,,,,,,,,,,0
Thought You Should Know,Thought You Should Know,Morgan Wallen,5/6/2022,USUG12202977,906,50.7,"340,227,841","40,523","6,267,614",73,"137,384,524","667,467","16,626","4,371,872","28,018,314","196,339,404",18,"263,301",32,1,71,13,"215,914,717","34,298","4,421,163","857,184",,1
CAIRO,CAIRO,KAROL G,11/13/2022,USUM72220925,904,50.7,"443,093,379","35,995","21,160,001",72,"273,852,759","1,690,512","625,126","42,735,677","600,184,949","11,558,006",58,"52,189",125,26,"2,263,487",36,"24,842,372","3,643","1,653,982","1,174,788",,1
Cupido,Cupido,TINI,2/14/2023,USHR12245118,905,50.7,"358,240,136","35,751","23,674,275",70,"216,226,939","844,073","827,378","189,261,300","2,253,379,250","20,052,884",42,"33,335",317,33,"444,294",77,"243,118",294,,"556,867",,0
Raja Ji Ke Dilwa,Raja Ji Ke Dilwa,Pawan Singh,12/19/2023,INM1Q2326022,909,50.6,"4,283",1,3,,"224,819,919","1,249,285",,,,"29,757,537",,,,,,,,,,,,0
Out th��,Lyf�,Yeat,9/9/2022,USUM72217063,907,50.6,"338,097,605","85,48","16,509,403",73,"54,214,841","680,291","47,215","15,066,093","117,839,587","18,856,089",14,63,37,1,"58,975",,"1,750,477","4,925","26,616,347","664,273",,1
Winning Speech,Winning Speech,Karan Aujla,5/16/2024,AUBEC2438671,910,50.6,"17,917,738",938,"5,754,144",73,"28,606,016","488,26",,,,"19,904,542",22,37,,,,14,,,"97,075","44,138",,0
Home,Home - Single,Good Neighbours,1/17/2024,GBUM72400322,911,50.6,"205,068,203","19,044","62,137,392",,"8,916,657","104,172",,"1,489,700","24,837,700","2,476,271",67,"22,019",535,36,"876,086",65,"17,230,222","2,283",,"606,973",,0
Sobrio,Sobrio,Maluma,7/8/2021,USSD12100322,908,50.6,"600,199,930","66,655","24,281,295",64,"743,954,914","2,817,472","189,2","19,480,120","254,681,143","484,483,790",95,"45,992",66,26,"1,933,432",59,"41,992,168","9,863",,"1,823,474",,0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72308540,913,50.5,"247,682,011","67,166","13,150,883",72,"81,060,467","925,753","13,5","6,210,382","38,882,669","703,035",51,"3,71",,9,"44,406",5,"665,747","2,7",,"1,390,039",,0
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,5/25/2018,USRC11800930,916,50.5,"1,244,981,489","295,646","48,300,175",78,"847,656,575","6,337,444","106,923","60,624,218","650,317,525","165,012,134",110,24,,60,"282,248",29,"29,244,476","21,682",,"6,227,926",,1
Se Acab�� la Cuaren,Viva el Perreo,Jowell & Randy,8/6/2020,QM6P42086452,915,50.5,"73,468,394","23,284","4,240,574",51,"73,136,867","889,596","10,152,900","212,959,708","2,985,601,079",996,11,"4,391",73,5,"45,642",,"12,140,646","6,751","1,635,079","1,057,655",,1
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12/7/2018,USAT21812667,912,50.5,"769,061,748","136,145","21,910,460",73,"233,288,549","2,397,744","202,814","33,604,598","250,645,860","39,277,808",49,"91,002",329,17,"25,856",15,"164,836,824","131,521","95,216,986","6,255,853",,1
End of Beginning,DECIDE,Djo,9/16/2022,GBKPL2205058,918,50.5,"710,784,872","64,517","191,969,474",90,"44,322,144","594,352","129,3","118,218,973","1,027,806,256","58,700,775",149,"94,468",501,133,"18,315,130",107,"4,025,966","5,291",,"3,343,993",,0
K-POP,K-POP (Chopped & Screwed),Travis Scott,7/18/2023,USSM12305652,917,50.5,"285,481,590","62,715","24,530,922",68,"40,688,228","817,018","4,427","3,170,160","129,035,232","331,318,025",46,"15,66",347,39,"587,945",37,"4,832,444","3,721",,"808,863",,1
favorite,favorite - EP,Isabel LaRosa,3/29/2024,USRC12400507,919,50.5,"123,802,404","7,364","40,769,771",82,"21,277,734","440,764",,"2,357,131","20,879,200","126,759,586",43,"1,815",,45,"394,03",44,"333,441",463,,"1,040,640",,0
You & Me,JENNIE Special Single [You & Me],JENNIE,10/6/2023,KRA402300041,914,50.5,"183,134,509","12,21","12,194,109",,"164,326,447","3,483,743","319,2","56,468,580","518,880,479","1,663,397,140",15,"6,316",35,12,"265,865",29,"710,467",737,,"345,892",,0
Tattoo,Tattoo,Rauw Alejandro,2/13/2020,QZHN21900087,922,50.4,"341,742,937","53,836","9,757,013",58,"1,281,379,386","7,138,308","2,132,748","73,202,309","650,666,266","171,345,507",45,"11,458",117,15,"133,918",45,"6,119,993","4,186",,"713,534",,0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,1/1/2010,USSM11001353,921,50.4,"829,352,129","159,324","36,048,887",61,"4,062,829,308","23,606,907","2,250,587","417,038,157","5,938,511,405","269,751,922",109,"22,773",43,96,"1,215,762",33,"129,133,941","641,4","542,47",,,0
LA RANGER (feat. Myke Towers),The Academy: Segunda Misi�,The Academy: Segunda Misi�,3/28/2024,USWL12400690,920,50.4,"79,786,203","8,939","75,931,694",76,"32,616,728","216,834",,,,"13,323,878",29,"4,514",9,25,"1,896,889",18,"545,735",194,,"236,268",,1
no tears left to cry,No Tears Left To Cry,Ariana Grande,4/20/2018,USUM71805289,923,50.2,"1,331,371,819","100,503","36,840,744",71,"1,426,855,223","11,706,422","698,131","30,791,124","219,920,452","1,865,455,236",143,"180,151",280,68,"735,006",67,"181,267,091","95,346",,"6,415,036",,0
I Fck Up,I Fck Up - Single,Prince Ayaya,10/28/2023,QZTBB2395775,924,50.1,,44,223,,"92,839","1,676","1,900,000","35,297,892","454,838,946",,2,,,,,,,,,"238,732",,1
Upside Down,Upside Down,JVKE,8/18/2020,QM24S2008283,925,50.1,"121,391,098","28,044","6,194,695",54,"19,099,476","465,493","10,318,700","164,374,946","1,710,758,827",517,24,"1,79",122,5,"12,865",2,"2,403,391","3,205",,"1,184,072",,0
Crawling,Papercuts,Linkin Park,4/12/2024,USWB11201319,927,50.1,"570,290,910",174,"525,584",,,,,,,,,,,,,,,,,,,0
Nosso Quadro,AgroPlay Ver��o V,AgroPlay,2/2/2023,BCA6L2300010,926,50.1,"423,018,422","23,872","16,779,061",63,"361,813,279","1,727,192","288,613","21,077,364","277,692,228","841,498,728",21,"17,32",,31,"6,708,107",12,,,,"609,133",,0
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,5/17/2024,QZMWW2484259,929,50,"33,245,898","2,343","69,471,936",78,"15,755,338","203,277",,,,"33,968,779",8,48,,3,"821,777",17,"18,555",27,"110,406","171,732",,1
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,3/26/2020,INS172000876,930,50,"86,295,058","7,591","3,058,131",55,"1,022,945,729","6,994,273","5,444,473","128,000,154","1,953,198,700","197,996,975",7,961,,3,"2,467",7,"519,209",,,"193,04",,0
Pure Cocaine,Street Gossip,Lil Baby,11/30/2018,USUG11802285,928,50,"652,559,944","170,734","17,463,888",74,"317,320,682","2,195,610","13,434","7,576,223","62,837,382","7,241,389",21,36,1,8,"35,919",6,"133,082,789","60,741","97,169,903","1,456,448",,1
Espresso,Espresso,Sabrina Carpenter,4/12/2024,USUV72401318,933,49.9,"536,986,458",1,2,,,,,,,,,,,,,,,,,,,1
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,3/17/2023,USWB12300190,932,49.9,"142,512,477","23,828","9,380,794",72,"56,277,759","436,896","100,195","10,946,988","109,014,578","727,842,762",14,"202,432",7,4,"177,002",18,"71,730,881","10,2","3,516,110","549,127",,0
Coraz��n Roto - R,Coraz��n Roto (Re,Brray,4/7/2023,USUM72305202,931,49.9,"203,212,015","36,459","13,719,365",67,"178,302,256","677,453","827,7","24,190,123","359,964,365","362,205,003",27,"12,434",,12,"1,842,000",3,"127,732",684,,"836,117",,1
Summer,Todo Exitos 2014 (Los N��mero 1 Del A,Calvin Harris,1/1/2014,GBARL1400296,935,49.8,"1,497,564,072","255,037","105,180,321",81,"1,989,930,606","8,740,440","1,293,032","116,032,171","1,214,191,679","322,680,506",225,"55,5",119,170,"1,740,585",36,"332,877,611","236,102",,"11,380,320",,0
Murder On My Mind,Murder On My Mind,YNW Melly,6/1/2018,QMCE31801827,934,49.8,"1,055,558,326","208,777","21,077,896",72,"952,644,680","8,820,105","251,51","44,341,738","350,694,950","39,105,354",18,299,42,10,"8,074",,"112,050,497","360,013",,"2,087,864",,1
You Are The Reason,You Are The Reason,Calum Scott,11/17/2017,USUM71710315,937,49.8,"1,042,531,612","119,883","31,204,776",73,"1,425,188,874","10,037,251","1,513,635","180,692,022","1,930,209,423","1,629,614,639",70,"18,397",8,17,"70,256",8,"292,156,274","102,664",,"6,610,744",,0
Bad Liar,Bad Liar,Imagine Dragons,11/6/2018,USUM71816161,938,49.8,"1,056,929,910","134,812","31,112,950",74,"908,433,462","8,291,217","1,429,594","181,729,752","2,058,078,137","1,802,807,851",54,"118,378",37,31,"384,519",12,"130,853,305","106,853",,"11,123,506",,0
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,10/6/2023,USQX92304180,936,49.8,"165,347,464","21,942","13,799,115",,"43,792,907","313,018","15,847","603,997","7,395,640","446,100,137",18,81,314,19,"7,719,621",47,"83,726,741","27,712","1,638,261","354,116",,1
ROXANNE,ROXANNE,Arizona Zervas,10/10/2019,USSM11914320,939,49.7,"1,474,968,552","170,595","31,145,335",68,"473,697,535","5,439,167","1,513,097","565,840,941","4,972,391,653","251,187,916",154,"271,106",583,78,"626,621",2,,,,"4,556,715",,1
Softly,Making Memories,Karan Aujla,8/18/2023,CAW112300244,941,49.6,"150,073,848","12,34","8,409,772",71,"232,389,376","1,637,844","70,2","8,387,797","169,068,391","185,360,520",17,455,4,1,"9,696",20,"46,92",240,"2,691,081","270,472",,0
Tacones Rojos,Tacones Rojos,Sebastian Yatra,10/22/2021,USUM72119612,940,49.6,"641,756,842","80,542","23,090,494",68,"558,812,868","2,887,216","328,394","77,295,943","855,230,861","387,792,262",78,438,875,40,"686,168",85,"9,553,399","8,482","723,371","2,934,783",,0
Ride the Vibe,Ride the Vibe,NEXZ,5/20/2024,US5TA2400118,942,49.6,"899,456",147,"2,784,044",46,"31,419,384","139,393",,,,"127,867",2,31,,1,"5,401",8,"1,012",2,,"8,204",,0
family ties,family ties - Single,Baby Keem,8/27/2021,USSM12105949,945,49.5,"786,298,066","204,148","57,623,622",77,"63,403,993","557,514","55,168","80,647,899","532,021,210","764,79",62,"21,505",354,20,"174,32",38,"6,412,824","10,269",,"1,938,598",,1
"Perdonarte, ��Para Q","Perdonarte, ��Para Q",Los ��ngeles Az,5/23/2024,MX1722401778,943,49.5,"19,514,243","1,329","42,180,412",75,"17,545,232","195,611",,,,"16,582,955",16,"1,344",,16,"378,75",10,"181,212",14,,"48,79",,0
Whatever It Takes,Whatever It Takes,Imagine Dragons,5/9/2017,USUM71703515,944,49.5,"1,257,258,072","156,442","33,271,283",76,"1,192,880,501","7,815,307","202,7","27,054,065","340,416,328","158,079,968",86,"148,594",260,37,"367,136",9,"359,252,086","209,287",,"12,160,416",,0
POP!,IM NAYEON,NAYEON,6/24/2022,US5TA2200041,946,49.4,"296,828,933","25,748","12,535,016",69,"407,776,018","8,669,558","1,937,239","548,973,446","5,178,604,164","240,970,840",18,"3,491",83,3,"17,624",26,"1,106,839","2,484",,"445,036",,0
Into the Unknown,New Horizons,ALPHA 9,1/13/2023,GBEWA2206731,948,49.4,"78,985",67,"5,674",9,"621,561,070","3,598,710",,,,"45,996,393",,15,,,,,"13,012",,"6,099",,,0
Lonely At The Top,Work Of Art,Asake,6/15/2023,USUYG1490059,947,49.4,"84,655,991","13,107","7,678,884",69,"75,076,449","510,479","1,513,241","16,795,588","382,487,197","72,422,815",36,"11,861",89,6,"164,069",26,"779,288",650,"1,367,844","2,361,169",,0
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,6/6/2023,QZK6F2330686,949,49.3,"242,661,037","43,999","9,893,510",74,"51,722,759","783,78","499,5","69,556,599","646,143,014","460,974",5,,948,1,"9,696",1,"496,607","1,659",,"2,552,266",,1
Si Se Da,Si Se Da,Myke Towers,2/26/2019,QM4TX1920224,952,49.3,"317,223,968","47,247","7,578,697",54,"1,867,482,161","5,147,665","15,153","1,209,967","14,034,398","133,593,097",21,"5,622",9,6,"74,161",38,"79,260,855","11,001",,"1,796,737",,1
Holy (feat. Chance The Rapper),Holy,Justin Bieber,9/18/2020,USUM72017013,950,49.3,"787,546,548","110,389","44,478,175",63,"396,861,382","6,241,346","193,594","69,149,295","561,056,269","1,394,478,465",178,"399,515",339,51,"257,512",54,"85,450,020","45,037",,"3,589,419",,0
